"total_females_in_the_household","females_younger_than_12_years_of_age","monthly_rent_payment","number_of_all_rooms_in_the_house","if_the_household_has_refrigerator","total_males_in_the_household","persons_younger_than_12_years_of_age","males_12_years_of_age_and_older","overcrowding_by_rooms","males_younger_than_12_years_of_age","females_12_years_of_age_and_older","overcrowding_by_bedrooms","id","has_bathroom_in_the_household","persons_12_years_of_age_and_older","target","allocated_cluster"
1,0,0,1,1,2,0,2,1,0,1,0,"ID_0f8827864",1,3,"four",3
2,0,180000,5,1,2,0,2,0,0,2,0,"ID_f8f7806ca",1,4,"four",8
1,0,1e+05,7,1,2,0,2,0,0,1,0,"ID_8bb01c7c8",1,3,"four",8
2,1,0,5,1,1,1,1,0,0,1,0,"ID_340865cda",1,2,"four",1
2,1,0,7,1,2,2,1,0,1,1,0,"ID_73855db7c",1,2,"four",7
1,0,0,3,1,0,0,0,0,0,1,0,"ID_43dc4b8db",1,1,"four",2
2,0,0,5,1,2,1,1,0,1,2,0,"ID_8b53bd3c0",1,3,"four",1
1,0,0,3,1,1,0,1,0,0,1,0,"ID_735ded367",1,2,"four",2
2,0,150000,4,1,1,0,1,0,0,2,0,"ID_b7d376c3f",1,3,"four",1
1,0,60000,3,1,2,1,1,0,1,1,0,"ID_620b37524",1,2,"three",2
2,0,5e+05,5,1,1,0,1,0,0,2,0,"ID_f38ee6865",1,3,"four",1
1,0,380000,6,1,2,1,1,0,1,1,0,"ID_367a5c831",1,2,"four",2
1,0,0,5,1,1,0,1,0,0,1,0,"ID_763f9125b",1,2,"four",2
2,1,150000,7,1,2,1,2,0,0,1,0,"ID_06b053414",1,3,"four",8
3,2,0,5,1,1,3,0,0,1,1,0,"ID_e53c6b160",1,1,"one",7
1,0,90000,2,1,0,0,0,0,0,1,0,"ID_743d2dda5",1,1,"four",2
4,3,0,4,1,0,3,0,0,0,1,0,"ID_c6d68ee69",1,1,"two",7
0,0,0,5,1,2,0,2,0,0,0,0,"ID_787131bb3",1,2,"four",2
3,0,0,5,1,2,0,2,0,0,3,0,"ID_c76b87004",1,5,"three",4
2,0,0,5,1,0,0,0,0,0,2,0,"ID_cd5e658a7",1,2,"four",1
1,0,0,3,1,2,1,1,0,1,1,0,"ID_29a7f7ea6",1,2,"one",2
2,0,0,5,1,3,1,2,0,1,2,0,"ID_44e76e126",1,4,"four",8
1,0,0,6,1,3,0,3,0,0,1,0,"ID_55742ddd4",1,4,"four",8
1,0,0,1,1,1,0,1,0,0,1,0,"ID_f46b0fb68",1,2,"four",2
1,0,0,4,1,1,0,1,0,0,1,0,"ID_01f2f4de0",1,2,"two",2
2,0,0,5,1,2,0,2,0,0,2,0,"ID_7fae4a62b",1,4,"four",8
2,0,0,6,1,1,0,1,0,0,2,0,"ID_89acb36d5",1,3,"four",1
2,0,0,7,1,4,1,3,0,1,2,0,"ID_61f4df99c",1,5,"four",8
1,0,3e+05,4,1,0,0,0,0,0,1,0,"ID_653149e64",1,1,"four",2
2,0,0,5,1,2,0,2,0,0,2,0,"ID_001ed8ac7",1,4,"four",8
2,0,52000,5,1,0,0,0,0,0,2,0,"ID_ab30b6834",1,2,"four",1
1,0,0,5,1,1,0,1,0,0,1,0,"ID_ebb60458e",1,2,"four",2
1,0,2e+05,4,1,2,1,1,0,1,1,0,"ID_e515116a8",1,2,"four",2
3,0,110000,4,1,1,0,1,0,0,3,0,"ID_09563bc9c",1,4,"two",1
1,0,0,2,1,2,0,2,0,0,1,0,"ID_214b8e05e",1,3,"one",8
3,2,0,1,1,2,3,1,1,1,1,1,"ID_2fb8efc09",0,2,"two",6
1,0,0,6,1,2,0,2,0,0,1,0,"ID_9a48d7f99",1,3,"four",8
0,0,253000,5,1,1,0,1,0,0,0,0,"ID_e6e31294c",1,1,"four",2
2,0,0,5,1,1,0,1,0,0,2,0,"ID_bbdcc4570",1,3,"one",1
2,1,175000,5,1,2,2,1,0,1,1,0,"ID_9dbda203a",1,2,"two",7
3,0,0,4,1,1,0,1,0,0,3,0,"ID_5aedb887a",1,4,"four",1
1,0,0,4,1,1,0,1,0,0,1,0,"ID_14ab34f4e",1,2,"four",2
1,0,245000,4,1,3,2,1,0,2,1,0,"ID_8451eca26",1,2,"four",7
1,0,0,5,1,1,0,1,0,0,1,0,"ID_0d1b623c7",1,2,"four",2
2,1,0,4,1,1,1,1,0,0,1,0,"ID_8eacad3dc",1,2,"one",1
0,0,0,3,1,1,0,1,0,0,0,0,"ID_5354215d3",1,1,"four",2
1,0,30000,5,1,2,1,1,0,1,1,0,"ID_a2dda29a7",1,2,"four",2
1,0,0,4,0,2,1,1,0,1,1,0,"ID_1abd15e6e",0,2,"four",6
3,0,0,4,1,1,0,1,0,0,3,0,"ID_b3323da89",1,4,"four",1
1,0,0,6,1,1,0,1,0,0,1,0,"ID_42d9dbc15",1,2,"four",2
2,0,130000,3,1,2,0,2,0,0,2,0,"ID_be01788d4",1,4,"four",8
1,0,0,8,1,2,0,2,0,0,1,0,"ID_a89b0025c",1,3,"two",8
1,0,0,8,1,1,0,1,0,0,1,0,"ID_5b39ae2ac",1,2,"four",2
2,0,0,4,1,1,0,1,0,0,2,0,"ID_9796f9869",1,3,"three",1
4,1,0,5,0,1,1,1,0,0,3,0,"ID_3f19611fd",1,4,"two",5
1,0,0,3,1,1,0,1,0,0,1,0,"ID_0e1cdaf32",1,2,"three",2
3,1,110000,5,1,1,2,0,0,1,2,0,"ID_bec35e757",1,2,"two",7
1,0,220000,6,1,1,0,1,0,0,1,0,"ID_0ee3d80da",1,2,"four",2
2,1,150000,5,1,1,1,1,0,0,1,0,"ID_9f3c6cca3",1,2,"four",1
1,0,1e+05,5,1,1,0,1,0,0,1,0,"ID_96b1fbc81",1,2,"four",2
1,0,0,4,1,0,0,0,0,0,1,0,"ID_a1827f278",1,1,"four",2
3,0,0,5,0,2,0,2,0,0,3,0,"ID_354e97d1c",1,5,"two",5
2,0,120000,4,1,3,0,3,0,0,2,0,"ID_465209e50",1,5,"four",8
1,0,70000,4,1,1,0,1,0,0,1,0,"ID_5199feaef",1,2,"four",2
0,0,0,4,1,1,0,1,0,0,0,0,"ID_4ff1d1281",1,1,"four",2
2,0,0,8,1,2,0,2,0,0,2,0,"ID_fb2c7c7ba",1,4,"four",8
0,0,285270,3,1,1,0,1,0,0,0,0,"ID_a6f51d4e9",1,1,"four",2
2,0,0,4,1,2,0,2,0,0,2,0,"ID_3bf64f537",1,4,"four",8
1,0,0,4,1,1,0,1,0,0,1,0,"ID_81ff9e5d0",1,2,"four",2
2,0,260000,7,1,1,0,1,0,0,2,0,"ID_d5776f58a",1,3,"four",1
3,0,0,5,1,2,0,2,0,0,3,0,"ID_d9b027172",1,5,"four",4
4,2,0,4,1,2,3,1,0,1,2,0,"ID_dabf3e52b",1,3,"two",7
3,1,0,4,1,1,1,1,0,0,2,0,"ID_a4ba3bf1b",1,3,"four",1
3,2,0,8,1,1,2,1,0,0,1,0,"ID_50f013b28",1,2,"four",7
1,0,0,5,1,2,0,2,0,0,1,0,"ID_d7e5ff8e3",1,3,"four",8
3,0,0,5,1,2,1,1,0,1,3,0,"ID_44c6b9690",1,4,"four",4
2,0,0,5,1,1,0,1,0,0,2,0,"ID_3ed23d0d2",1,3,"four",1
1,0,0,4,0,0,0,0,0,0,1,0,"ID_9c5654ade",1,1,"four",5
0,0,0,5,1,1,0,1,0,0,0,0,"ID_54c8a18a3",1,1,"two",2
1,0,0,5,1,1,0,1,0,0,1,0,"ID_03873d255",1,2,"three",2
2,1,17000,3,1,2,2,1,0,1,1,0,"ID_ea4f95b15",1,2,"four",7
3,1,0,4,1,2,2,1,0,1,2,0,"ID_c4e46e3fb",1,3,"four",7
2,0,0,6,1,2,0,2,0,0,2,0,"ID_7e5d80f44",1,4,"four",8
3,0,0,6,1,1,0,1,0,0,3,0,"ID_bc1a3e7b2",1,4,"four",1
1,0,44000,4,1,1,0,1,0,0,1,0,"ID_564ca7693",1,2,"four",2
1,0,50000,6,1,2,0,2,0,0,1,0,"ID_080079670",1,3,"one",8
1,0,120000,4,1,2,0,2,0,0,1,0,"ID_e18530139",1,3,"four",8
0,0,0,3,1,1,0,1,0,0,0,0,"ID_926d1cf39",1,1,"four",2
2,0,0,7,1,0,0,0,0,0,2,0,"ID_208c831af",1,2,"four",1
1,0,0,7,1,1,0,1,0,0,1,0,"ID_a0e0161bb",1,2,"four",2
2,0,0,6,1,3,1,2,0,1,2,0,"ID_47b5a8071",1,4,"four",8
1,0,0,5,1,3,1,2,0,1,1,0,"ID_8c753c469",1,3,"four",8
2,0,80000,5,1,3,1,2,0,1,2,0,"ID_ca5623b75",1,4,"two",8
1,0,0,9,1,3,1,2,0,1,1,0,"ID_5ddc2d5da",1,3,"four",8
2,0,0,5,1,5,0,5,0,0,2,0,"ID_465cba72e",1,7,"three",8
0,0,0,2,1,1,0,1,0,0,0,0,"ID_1b487bc58",1,1,"four",2
1,0,0,3,1,3,2,1,0,2,1,0,"ID_107a3b4ee",1,2,"two",7
1,0,0,6,1,0,0,0,0,0,1,0,"ID_75bcc19cf",1,1,"four",2
2,0,0,5,1,1,0,1,0,0,2,0,"ID_cf4e30aa7",1,3,"two",1
2,0,0,5,1,2,0,2,0,0,2,0,"ID_880e28a39",1,4,"two",8
1,0,1e+05,6,1,4,1,3,0,1,1,0,"ID_b9bc4dba9",1,4,"four",8
1,0,0,5,1,2,1,1,0,1,1,0,"ID_79f09a2b4",1,2,"four",2
1,0,0,3,1,2,0,2,0,0,1,0,"ID_07132e35e",1,3,"four",8
2,0,0,6,1,0,0,0,0,0,2,0,"ID_81524fae8",1,2,"four",1
2,1,80000,4,1,1,1,1,0,0,1,0,"ID_f3750e2a7",1,2,"three",1
2,0,0,5,1,2,0,2,0,0,2,0,"ID_a23e21328",1,4,"four",8
1,0,0,4,1,0,0,0,0,0,1,0,"ID_837c2f4f7",1,1,"four",2
2,0,0,6,1,1,0,1,0,0,2,0,"ID_94df2abb2",1,3,"four",1
1,0,120000,4,1,2,0,2,0,0,1,0,"ID_1d02c6043",1,3,"four",8
2,1,0,5,1,1,1,1,0,0,1,0,"ID_25c17b845",1,2,"four",1
1,0,0,5,1,2,0,2,0,0,1,0,"ID_cb2eab17b",1,3,"one",8
3,0,0,6,1,3,1,2,0,1,3,0,"ID_b4473cbab",1,5,"three",4
4,3,0,5,0,2,4,1,0,1,1,0,"ID_d4a1e44eb",1,2,"one",7
1,0,0,4,1,1,0,1,0,0,1,0,"ID_00379d6dd",1,2,"four",2
0,0,110000,2,1,1,0,1,0,0,0,0,"ID_95bb18d16",1,1,"four",2
1,0,0,4,1,2,0,2,0,0,1,0,"ID_65596fa9f",1,3,"four",8
1,0,0,7,1,1,0,1,0,0,1,0,"ID_1ae8b64f3",1,2,"four",2
2,0,0,7,1,1,0,1,0,0,2,0,"ID_a7ea5a908",1,3,"four",1
2,1,2e+05,8,1,3,2,2,0,1,1,0,"ID_2874a3807",1,3,"four",7
4,0,0,5,1,1,0,1,0,0,4,0,"ID_cc79f1c89",1,5,"four",4
0,0,0,3,0,1,0,1,0,0,0,0,"ID_11c3a0427",1,1,"four",5
0,0,0,4,1,1,0,1,0,0,0,0,"ID_28165e062",1,1,"four",2
6,4,0,6,1,1,5,0,0,1,2,0,"ID_472a6de9a",1,2,"two",7
1,0,0,4,1,0,0,0,0,0,1,0,"ID_4e932b305",1,1,"three",2
3,0,1e+05,6,1,3,0,3,0,0,3,0,"ID_10753a185",1,6,"four",4
1,0,0,3,1,2,1,1,0,1,1,0,"ID_233430e46",1,2,"one",2
1,0,90000,3,1,3,2,1,0,2,1,0,"ID_f10e9478b",1,2,"two",7
1,0,0,5,1,2,0,2,0,0,1,0,"ID_9e1b59a8b",1,3,"four",8
1,0,0,4,1,2,0,2,0,0,1,0,"ID_24481f0f4",1,3,"four",8
2,1,0,1,1,2,1,2,1,0,1,1,"ID_732fb7bd2",1,3,"three",3
1,0,0,5,1,3,2,1,0,2,1,0,"ID_f97429294",1,2,"four",7
7,4,90000,6,1,2,5,1,1,1,3,1,"ID_305a65c13",1,4,"two",3
2,0,0,6,1,4,0,4,0,0,2,0,"ID_421e6b342",1,6,"four",8
0,0,0,6,1,1,0,1,0,0,0,0,"ID_9acbc4ad4",1,1,"four",2
4,3,0,5,1,2,4,1,0,1,1,0,"ID_59bfbed7e",1,2,"two",7
3,1,0,5,1,1,1,1,0,0,2,0,"ID_d3b5203c6",1,3,"one",1
1,0,0,4,1,1,0,1,0,0,1,0,"ID_fecc150f7",1,2,"two",2
3,1,0,4,1,2,2,1,0,1,2,0,"ID_1aa45c090",1,3,"one",7
2,1,0,5,1,1,1,1,0,0,1,0,"ID_281e5da03",1,2,"four",1
1,0,0,6,1,1,0,1,0,0,1,0,"ID_56af66fb4",1,2,"four",2
3,0,0,6,1,3,1,2,0,1,3,0,"ID_21a9ad1a4",1,5,"two",4
1,0,171162,4,1,3,1,2,0,1,1,0,"ID_e665ee196",1,3,"four",8
2,0,0,4,1,1,0,1,0,0,2,0,"ID_e1f0fbb7a",1,3,"four",1
2,0,0,6,1,3,1,2,0,1,2,0,"ID_3161e947d",1,4,"four",8
4,2,0,1,1,1,2,1,1,0,2,1,"ID_3bc1e0292",0,3,"one",6
2,1,0,8,1,1,1,1,0,0,1,0,"ID_714ba0171",1,2,"four",1
1,0,684648,6,1,2,0,2,0,0,1,0,"ID_c2821672f",1,3,"four",8
2,1,0,3,1,2,2,1,0,1,1,0,"ID_e38fe97bd",1,2,"four",7
1,0,0,5,1,2,0,2,0,0,1,0,"ID_346aaedb6",1,3,"four",8
2,0,0,5,1,1,0,1,0,0,2,0,"ID_b94213f74",1,3,"one",1
2,0,0,5,1,2,0,2,0,0,2,0,"ID_7d39b9972",1,4,"four",8
0,0,0,2,1,1,0,1,0,0,0,0,"ID_9db1f5468",1,1,"four",2
2,0,70000,4,1,1,0,1,0,0,2,0,"ID_890e334f1",1,3,"four",1
1,0,0,4,1,1,0,1,0,0,1,0,"ID_af2aa670d",1,2,"one",2
1,0,0,4,1,3,0,3,0,0,1,0,"ID_fa55b142b",1,4,"four",8
1,0,0,6,1,5,0,5,0,0,1,0,"ID_5b7e48312",1,6,"four",8
1,0,0,6,1,3,0,3,0,0,1,0,"ID_dfdc3b5ab",1,4,"four",8
1,0,0,7,1,3,0,3,0,0,1,0,"ID_49f0e486c",1,4,"four",8
1,0,0,5,1,1,0,1,0,0,1,0,"ID_f211c3ca2",1,2,"one",2
1,0,150000,2,1,0,0,0,0,0,1,0,"ID_5e8413792",1,1,"four",2
1,0,0,6,1,1,0,1,0,0,1,0,"ID_8fbe5cbfa",1,2,"four",2
1,0,0,5,1,1,0,1,0,0,1,0,"ID_14d2e1ff4",1,2,"four",2
3,2,72000,4,1,2,3,1,0,1,1,0,"ID_381a85825",1,2,"four",7
1,0,0,4,1,3,2,1,0,2,1,0,"ID_1f8909768",1,2,"four",7
3,0,140000,6,1,0,0,0,0,0,3,0,"ID_2803c3298",1,3,"four",1
1,0,2e+05,4,1,2,0,2,0,0,1,0,"ID_fba1bee18",1,3,"four",8
1,0,0,5,1,1,0,1,0,0,1,0,"ID_a7c25e066",1,2,"two",2
2,1,30000,4,1,1,1,1,0,0,1,0,"ID_1002693af",1,2,"three",1
2,0,0,6,1,0,0,0,0,0,2,0,"ID_fa6f8995a",1,2,"two",1
1,0,50000,4,1,2,1,1,0,1,1,0,"ID_ca2a3a4e8",1,2,"four",2
1,0,0,9,1,0,0,0,0,0,1,0,"ID_214ae5c21",1,1,"four",2
2,1,0,4,1,3,3,1,0,2,1,0,"ID_3a8074a80",1,2,"two",7
2,0,0,4,1,1,0,1,0,0,2,0,"ID_f42c1a345",1,3,"one",1
1,0,0,7,1,1,0,1,0,0,1,0,"ID_2aaa738ce",1,2,"four",2
1,0,83333,3,1,1,0,1,0,0,1,0,"ID_6e6ed4b49",1,2,"four",2
2,1,0,4,1,1,1,1,0,0,1,0,"ID_f08d743a5",1,2,"one",1
2,1,0,4,1,3,2,2,0,1,1,0,"ID_ea8c0699c",1,3,"one",7
2,0,0,5,1,0,0,0,0,0,2,0,"ID_9e5c8d012",1,2,"four",1
1,0,0,5,1,1,0,1,0,0,1,0,"ID_c9611d0a2",1,2,"four",2
1,0,1e+05,6,1,4,0,4,0,0,1,0,"ID_7c8cc8d1c",1,5,"four",8
1,0,0,3,1,1,0,1,0,0,1,0,"ID_694d4b0ce",1,2,"four",2
1,0,0,5,1,2,1,1,0,1,1,0,"ID_a38da9f2d",1,2,"four",2
0,0,0,4,1,1,0,1,0,0,0,0,"ID_3fe6851e5",1,1,"four",2
2,1,0,4,0,2,2,1,0,1,1,0,"ID_e93816863",1,2,"four",5
1,0,570540,4,1,1,0,1,0,0,1,0,"ID_80a82c9f3",1,2,"four",2
1,0,0,6,1,2,0,2,0,0,1,0,"ID_5d4ecf78e",1,3,"four",8
3,1,0,6,1,1,1,1,0,0,2,0,"ID_7220d1a2a",1,3,"three",1
1,0,60000,4,1,1,0,1,0,0,1,0,"ID_b70e4bde4",1,2,"four",2
2,0,260000,5,1,1,1,0,0,1,2,0,"ID_6e8603405",1,2,"three",1
2,1,0,4,1,2,1,2,0,0,1,0,"ID_4c09b1798",1,3,"two",8
2,1,0,4,1,2,2,1,0,1,1,0,"ID_15962e64f",1,2,"three",7
1,0,1e+05,4,1,3,0,3,0,0,1,0,"ID_5f36eaf2b",1,4,"four",8
2,0,0,3,1,1,0,1,0,0,2,0,"ID_1b495973c",1,3,"four",1
2,1,215000,5,1,2,2,1,0,1,1,0,"ID_b1649893f",1,2,"four",7
0,0,0,2,0,1,0,1,0,0,0,0,"ID_a2fef5dcc",1,1,"four",5
1,0,0,6,1,1,0,1,0,0,1,0,"ID_bdfa41ac8",1,2,"four",2
1,0,120000,4,1,2,1,1,0,1,1,0,"ID_00629ddb2",1,2,"four",2
2,0,0,3,1,0,0,0,0,0,2,0,"ID_92790f7dc",1,2,"one",1
1,0,0,5,1,2,0,2,0,0,1,0,"ID_bf0f9502d",1,3,"four",8
4,1,0,5,1,1,1,1,0,0,3,0,"ID_38b08827c",1,4,"two",4
2,0,70000,4,1,1,1,0,0,1,2,0,"ID_54ae3ad45",1,2,"two",1
2,1,0,6,1,2,2,1,0,1,1,0,"ID_312128abb",1,2,"four",7
1,0,45000,5,1,2,0,2,0,0,1,0,"ID_ff9883db4",1,3,"four",8
3,0,0,6,1,1,0,1,0,0,3,0,"ID_44d030570",1,4,"four",1
3,0,2e+05,5,1,2,1,1,0,1,3,0,"ID_a4c13b027",1,4,"two",4
2,0,0,5,1,0,0,0,0,0,2,0,"ID_592965f81",1,2,"four",1
1,0,0,6,1,0,0,0,0,0,1,0,"ID_6e9d356d7",1,1,"two",2
1,0,0,4,1,2,0,2,0,0,1,0,"ID_3e4e48674",1,3,"two",8
2,0,0,3,0,0,0,0,0,0,2,0,"ID_40e40c189",0,2,"one",6
1,0,0,5,1,2,0,2,0,0,1,0,"ID_24f8c481c",1,3,"four",8
3,1,0,4,1,0,1,0,0,0,2,0,"ID_12880fa45",1,2,"four",1
1,0,0,5,1,2,0,2,0,0,1,0,"ID_9350e2188",1,3,"four",8
3,2,0,5,1,1,2,1,0,0,1,0,"ID_bad5b490d",1,2,"three",7
0,0,0,5,1,1,0,1,0,0,0,0,"ID_87f7556db",1,1,"one",2
0,0,0,5,1,3,0,3,0,0,0,0,"ID_3def9695e",1,3,"four",8
1,0,380000,4,1,1,0,1,0,0,1,0,"ID_71b1af997",1,2,"four",2
5,2,0,9,1,2,3,1,0,1,3,0,"ID_9cf509d11",1,4,"four",4
2,0,0,7,1,3,2,1,0,2,2,0,"ID_dec6bd3dd",1,3,"one",7
3,2,0,5,1,1,2,1,0,0,1,0,"ID_2570ce5a5",1,2,"two",7
4,1,0,7,1,2,1,2,0,0,3,0,"ID_0a1b7da0b",1,5,"four",4
1,0,0,4,1,2,0,2,0,0,1,0,"ID_a0ec9c278",1,3,"four",8
2,0,0,5,1,2,0,2,0,0,2,0,"ID_6b8c8bea5",1,4,"two",8
1,0,0,6,0,2,0,2,0,0,1,0,"ID_df5c427bc",1,3,"two",5
1,0,0,4,1,1,0,1,0,0,1,0,"ID_ee9c3ec73",1,2,"four",2
1,0,0,4,1,1,0,1,0,0,1,0,"ID_21813448a",1,2,"four",2
2,0,4e+05,4,1,0,0,0,0,0,2,0,"ID_60783a83c",1,2,"four",1
1,0,0,5,1,2,0,2,0,0,1,0,"ID_af659494c",1,3,"four",8
1,0,150000,7,1,1,0,1,0,0,1,0,"ID_7125fc895",1,2,"four",2
1,0,0,4,1,1,0,1,0,0,1,0,"ID_d0a9402fa",1,2,"three",2
2,0,0,5,1,1,1,0,0,1,2,0,"ID_6acd0b32f",1,2,"three",1
2,1,0,4,1,0,1,0,0,0,1,0,"ID_aae02ac40",1,1,"three",1
2,0,0,5,1,1,0,1,0,0,2,0,"ID_31189248b",1,3,"four",1
1,0,45000,4,1,2,0,2,0,0,1,0,"ID_4de2a282e",1,3,"four",8
2,0,176000,4,1,0,0,0,0,0,2,0,"ID_b5f0ce44a",1,2,"four",1
1,0,140000,4,1,2,1,1,0,1,1,0,"ID_ff06b447d",1,2,"four",2
1,0,0,4,1,1,0,1,0,0,1,0,"ID_3af5745d5",1,2,"two",2
0,0,0,3,1,2,0,2,0,0,0,0,"ID_d38278a38",1,2,"four",2
1,0,0,5,1,2,1,1,0,1,1,0,"ID_b9ef814ca",1,2,"one",2
0,0,0,2,0,1,0,1,0,0,0,0,"ID_807e146e2",1,1,"four",5
2,0,180000,3,1,0,0,0,0,0,2,0,"ID_4df0ed3d9",1,2,"four",1
2,0,0,5,1,2,0,2,0,0,2,0,"ID_986145f44",1,4,"four",8
2,0,80000,2,1,0,0,0,0,0,2,0,"ID_0005f1903",1,2,"four",1
2,0,0,3,1,0,0,0,0,0,2,0,"ID_664d92ae2",1,2,"two",1
1,0,0,4,1,2,0,2,0,0,1,0,"ID_415f8aeb5",1,3,"four",8
0,0,0,4,1,1,0,1,0,0,0,0,"ID_14de76296",1,1,"four",2
4,2,90000,3,1,2,2,2,0,0,2,0,"ID_6d17d36c8",1,4,"four",7
1,0,0,9,1,2,0,2,0,0,1,0,"ID_bac04150a",1,3,"four",8
3,1,0,4,1,2,1,2,0,0,2,0,"ID_ab795797b",1,4,"two",4
1,0,0,4,0,2,1,1,0,1,1,0,"ID_0a6425823",1,2,"four",5
1,0,50000,4,1,2,0,2,0,0,1,0,"ID_68f8fcc94",1,3,"four",8
1,0,399378,6,1,1,0,1,0,0,1,0,"ID_818582036",1,2,"four",2
1,0,155000,3,1,1,0,1,0,0,1,0,"ID_b00eafd98",1,2,"four",2
2,1,0,5,1,1,1,1,0,0,1,0,"ID_fdfb1ed67",1,2,"four",1
1,0,0,7,1,1,0,1,0,0,1,0,"ID_88a1eea9d",1,2,"four",2
2,0,40000,5,1,0,0,0,0,0,2,0,"ID_3482cca04",1,2,"four",1
3,0,150000,4,1,1,0,1,0,0,3,0,"ID_17f6a3c81",1,4,"four",1
1,0,0,4,1,1,0,1,0,0,1,0,"ID_dd07e2195",1,2,"three",2
0,0,120000,4,1,1,0,1,0,0,0,0,"ID_b8cd164b3",1,1,"four",2
3,0,0,4,1,3,1,2,0,1,3,0,"ID_8e693c8e7",1,5,"four",4
1,0,70000,5,1,1,0,1,0,0,1,0,"ID_11ec138e9",1,2,"four",2
2,0,150000,5,1,0,0,0,0,0,2,0,"ID_4b9da42fa",1,2,"four",1
2,0,150000,3,1,0,0,0,0,0,2,0,"ID_fee2927e7",1,2,"four",1
1,0,0,5,1,1,0,1,0,0,1,0,"ID_d7dcb72ab",1,2,"one",2
3,0,0,4,1,0,0,0,0,0,3,0,"ID_bd9568f73",1,3,"four",1
1,0,0,5,1,1,0,1,0,0,1,0,"ID_e6add5085",1,2,"two",2
3,0,0,4,1,3,2,1,0,2,3,0,"ID_88ad73339",1,4,"two",7
1,0,350000,6,1,0,0,0,0,0,1,0,"ID_b399b7690",1,1,"four",2
2,0,0,6,1,1,1,0,0,1,2,0,"ID_803d36ea7",1,2,"four",1
1,0,0,5,1,2,0,2,0,0,1,0,"ID_c1d8c2b13",1,3,"four",8
1,0,0,6,1,2,0,2,0,0,1,0,"ID_8f7111b02",1,3,"four",8
1,0,0,4,1,1,0,1,0,0,1,0,"ID_b57291288",1,2,"three",2
1,0,0,3,1,0,0,0,0,0,1,0,"ID_2d8b0373c",1,1,"four",2
1,0,171162,4,1,2,1,1,0,1,1,0,"ID_aea226140",1,2,"four",2
2,0,85000,4,1,3,1,2,0,1,2,0,"ID_36ea60265",1,4,"four",8
2,0,0,4,1,1,0,1,0,0,2,0,"ID_ac41f79da",1,3,"three",1
1,0,0,3,1,3,0,3,0,0,1,1,"ID_e1ccd3f6c",1,4,"four",3
1,0,0,4,1,2,0,2,0,0,1,0,"ID_0bdf26444",1,3,"two",8
1,0,0,5,1,1,0,1,0,0,1,0,"ID_78347ddc0",1,2,"four",2
1,0,0,5,1,3,0,3,0,0,1,0,"ID_a327edd60",1,4,"four",8
2,1,0,3,1,3,2,2,0,1,1,1,"ID_731fe7414",1,3,"two",3
0,0,0,6,1,1,0,1,0,0,0,0,"ID_eafa7d30c",1,1,"four",2
1,0,1e+05,6,1,1,0,1,0,0,1,0,"ID_f3f5ce07d",1,2,"four",2
1,0,0,5,1,1,0,1,0,0,1,0,"ID_281c8c7ca",1,2,"four",2
4,2,0,7,1,1,2,1,0,0,2,0,"ID_a22450555",1,3,"four",7
1,0,0,4,1,2,0,2,0,0,1,0,"ID_79190c88c",1,3,"four",8
2,0,0,5,1,2,0,2,0,0,2,0,"ID_26178f078",1,4,"four",8
1,0,0,6,1,4,0,4,0,0,1,0,"ID_81a300288",1,5,"four",8
3,1,205000,3,1,2,1,2,0,0,2,0,"ID_fade00ba2",1,4,"four",4
0,0,0,4,1,1,0,1,0,0,0,0,"ID_aa80ae9fd",1,1,"three",2
2,0,0,3,1,1,0,1,0,0,2,0,"ID_dd199c2b3",1,3,"two",1
1,0,0,7,1,3,2,1,0,2,1,0,"ID_55da1860d",1,2,"four",7
1,0,0,5,1,2,0,2,0,0,1,0,"ID_6e184b874",1,3,"four",8
2,0,110000,4,0,1,0,1,0,0,2,0,"ID_e7be306e1",1,3,"four",5
0,0,0,3,1,1,0,1,0,0,0,0,"ID_13f0ab8bd",1,1,"four",2
2,1,80000,3,1,2,1,2,0,0,1,0,"ID_f4ea8efa5",1,3,"three",8
1,0,0,4,1,1,0,1,0,0,1,0,"ID_2518de532",1,2,"three",2
1,0,0,4,1,0,0,0,0,0,1,0,"ID_62c324ec1",1,1,"four",2
1,0,0,5,1,1,0,1,0,0,1,0,"ID_8acb2824e",1,2,"four",2
2,0,0,6,1,1,0,1,0,0,2,0,"ID_67a423ff9",1,3,"four",1
3,1,2e+05,6,1,2,1,2,0,0,2,0,"ID_8296c15d6",1,4,"four",4
1,0,0,4,1,1,0,1,0,0,1,0,"ID_1f69c7474",1,2,"three",2
0,0,0,3,1,1,0,1,0,0,0,0,"ID_60561fd2d",1,1,"four",2
4,1,0,4,1,2,2,1,0,1,3,0,"ID_d90778792",1,4,"two",4
1,0,70000,6,1,2,1,1,0,1,1,0,"ID_b81ac3b7f",1,2,"four",2
0,0,80000,2,0,1,0,1,0,0,0,0,"ID_4072eeeb2",1,1,"three",5
1,0,135000,5,1,2,1,1,0,1,1,0,"ID_285e82e74",1,2,"four",2
2,0,0,5,1,2,0,2,0,0,2,0,"ID_955871cf7",1,4,"three",8
4,0,1e+05,5,1,1,0,1,0,0,4,0,"ID_aecf7347d",1,5,"three",4
0,0,145000,4,1,1,0,1,0,0,0,0,"ID_7173c12fc",1,1,"four",2
